Course Delivery Mode,Faculty,Currency,Career_Outcomes/path,Currency_Time,Course_Lang,Country,Duration,Website,Part_Time,Blended,Full_Time,Course,Prerequisite_2_grade_2,Online,Availability,Face_to_Face,Prerequisite_1_grade_1,Int_Fees,Offline,Prerequisite_1,Description,Remarks,Level_Code,City,Distance,University,Prerequisite_2,Duration_Time,Local_Fees,FREE TAFE
Apprenticeship,Building and Construction,AUD,Commercial plumber (general and mechanical plumbing)Mechanical plumber (domestic and commercial),Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Plumbing/Certificate-III-in-Plumbing-Mechanical-Apprenticeship,Yes,No,No,Certificate III in Plumbing,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Plumbing, Mechanical Stream, provides comprehensive training for all plumbing and gasfitting apprentices, and covers the practical and theoretical aspects of the industry.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"8,492.80",No
Normal,Building and Construction,AUD,This training satisfies the requirements of the Victorian Building Authority in issuing licences for those setting up and managing an independent plumbing business.,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Plumbing/Certificate-IV-in-Plumbing-and-Services,Yes,No,No,Certificate IV in Plumbing and Services,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"Become a licensed plumber and expand your employment opportunities in the field. When you complete the Certificate IV in Plumbing and Services, you'll be able to work on a broad range of plumbing jobs.",,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Years,"17,700.00",Yes
Normal,Building and Construction,AUD,None,Years,English,Australia,5.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Renewable-Energy/Design-and-Install-Grid-Connect-PV-Systems,Yes,No,No,Design and Install Grid Connect PV Systems,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This course provides nationally accredited training for electricians in the design and installation of grid-connected PV systems.,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Days,"1,995.00",No
Normal,Building and Construction,AUD,None,Years,English,Australia,5.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Renewable-Energy/Design-and-Install-Grid-Connect-PV-Systems,Yes,No,No,Design and Install Grid Connect PV Systems,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This course provides nationally accredited training for electricians in the design and installation of grid-connected PV systems.,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Days,"1,995.00",No
Normal,Building and Construction,AUD,None,Years,English,Australia,4.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Renewable-Energy/Grid-Connected-PV-with-Battery-Storage,Yes,No,No,Grid Connected PV with Battery Storage,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Grid Connected PV with Battery Storage short course provides nationally accredited training for electricians in the installation of grid-connected PV battery storage systems.,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Days,"1,925.00",No
Normal,Building and Construction,AUD,None,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Renewable-Energy/Grid-Connect-PV-Systems-Design-only,Yes,No,No,Grid Connect PV Systems - Design only,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This Grid Connect PV Systems - Design only course is training in battery storage design for electricians who want to gain skills to design only grid-connected PV systems.,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Days,"1,180.00",No
Normal,Building and Construction,AUD,None,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Renewable-Energy/Grid-Connect-PV-Systems-Design-only,Yes,No,No,Grid Connect PV Systems - Design only,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This Grid Connect PV Systems - Design only course is training in battery storage design for electricians who want to gain skills to design only grid-connected PV systems.,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Days,"1,180.00",No
Normal,Building and Construction,AUD,None,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Renewable-Energy/Stand-Alone-Power-Systems,Yes,No,No,Stand Alone Power Systems,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This course is designed for electricians to gain the required skills to design and install stand-alone power systems (off-grid PV).,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Days,"2,410.00",No
Normal,Building and Construction,AUD,None,Years,English,Australia,,https://holmesglen.edu.au/Courses/Building-and-Construction/Renewable-Energy/Grid-Connected-PV-Design-Accreditation-Skill-Set-Non-Electricians,Yes,No,No,Grid-Connected PV Design Accreditation Skill Set,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The grid-connected PV design accreditation skill set is designed for engineers and project managers and those who are not qualified electricians.,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,,"1,148.00",No
Normal,Building and Construction,AUD,None,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Renewable-Energy/Course-in-Working-Safely-in-the-Solar-Industry,Yes,No,No,Course in Working Safely in the Solar Industry,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The 22515VIC Course in Working Safely in the Solar Industry is targeted at persons seeking to work in the solar industry with the installation of photovoltaic and solar water systems.,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Days,0,No
Normal,Building and Construction,AUD,None,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Renewable-Energy/Course-in-Working-Safely-in-the-Solar-Industry,Yes,No,No,Course in Working Safely in the Solar Industry,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The 22515VIC Course in Working Safely in the Solar Industry is targeted at persons seeking to work in the solar industry with the installation of photovoltaic and solar water systems.,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Days,0,No
Normal,Building and Construction,AUD,"WHSE/OHSE officer, coordinator, manager, supervisor, consultant or advisor.",Years,English,Australia,5.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Workplace-Health-and-Safety/Certificate-IV-in-Work-Health-and-Safety,Yes,No,No,Certificate IV in Work Health and Safety,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate IV in Work Health and Safety will help you develop your knowledge of key workplace safety. This course covers effective risk management, applying relevant WHS/OHS laws and legislative framework, contributing  to WHS/OHS consultation within the workplace, incident and emergency response, contractor compliance as well as rehabilitation and return to work.",,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Months,"4,186.00",No
Normal,Building and Construction,AUD,None,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Workplace-Health-and-Safety/Low-Voltage-Rescue-and-CPR,Yes,No,No,Low Voltage Rescue and CPR,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This Low Voltage Rescue and CPR short course is designed for qualified electricians to gain the skills necessary to carry out risk assessment and perform safe low voltage rescue and CPR in electrical hazardous situations.,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Day,225,No
Normal,Building and Construction,AUD,None,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Workplace-Health-and-Safety/Provide-First-Aid-Level-2,Yes,No,No,Provide First Aid Level 2,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This Provide First Aid Level 2 short course will provide you with the skills and knowledge to perform First Aid in the workplace.,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Days,395,No
Normal,Building and Construction,AUD,None,Years,English,Australia,,https://holmesglen.edu.au/Courses/Building-and-Construction/Workplace-Health-and-Safety/Provide-First-Aid-Level-2-Update,Yes,No,No,Provide First Aid Level 2 Update,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This program is suitable for applicants who hold a current/valid First Aid Level 2/Senior First Aid Accreditation and require an update.,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,,265,No
Traineeship,Community and Health Sciences,AUD,therapy assistantphysiotherapy assistantallied health assistantassistant in nursinghealth services assistant,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Certificate-III-in-Allied-Health-Assistance-VET-Delivered-to-Secondary-Students,Yes,No,No,Certificate III in Allied Health Assistance,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This Certificate III in Allied Health Assistance gives secondary school students a chance to commence their studies as an allied health assistant.,,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Normal,Community and Health Sciences,AUD,orderlywards personwards assistantpatient care assistantpatient service attendantpatient support assistant,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Certificate-III-in-Health-Services-Assistance,Yes,No,No,Certificate III in Health Services Assistance,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"Study the Certificate III in Health Services Assistance to become a health services assistant, working across health disciplines to assist other health professionals with patients.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Months,"3,686.00",Yes
Normal,Community and Health Sciences,AUD,Operating theatre technician,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Certificate-III-in-Health-Services-Assistance-Operating-Theatre-Technician,Yes,No,No,Certificate III in Health Services Assistance,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"Study the Certificate III in Health Services Assistance to become a health services assistant, specialising as an operating theatre technician.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Months,NoLocalFee,No
Normal,Community and Health Sciences,AUD,therapy assistantphysiotherapy assistantoccupational therapy assistantcommunity rehabilitation assistantallied health assistant,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Certificate-IV-in-Allied-Health-Assistance-Physiotherapy-Occupational-Therapy,No,No,Yes,Certificate IV in Allied Health Assistance,Na,No,D,Yes,,NoIntFee,Yes,ATAR,Study the Certificate IV in Allied Health Assistance at Holmesglen and become an important part of the healthcare sector.,,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Year,"9,588.00",Yes
Normal,Community and Health Sciences,AUD,None,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Infection-control-Skill-Set-Food-Handling-Online,Yes,Yes,No,Infection control Skill Set (Food Handling),Na,Yes,D,Yes,,NoIntFee,Yes,ATAR,This free infection control skill set for food handling workers is an online short course designed to help staff in critical industries identify and manage the ongoing risk of coronavirus (COVID-19) infections.,,SHORT COURSES,Workplace,Yes,Holmesglen Institute,IELTS,Months,0,No
Normal,Community and Health Sciences,AUD,None,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Infection-control-Skill-Set-Food-Handling-Online,Yes,Yes,No,Infection control Skill Set (Food Handling),Na,Yes,D,Yes,,NoIntFee,Yes,ATAR,This free infection control skill set for food handling workers is an online short course designed to help staff in critical industries identify and manage the ongoing risk of coronavirus (COVID-19) infections.,,SHORT COURSES,Online,Yes,Holmesglen Institute,IELTS,Months,0,No
Normal,Community and Health Sciences,AUD,None,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Infection-control-Skill-Set-Retail-Online,Yes,Yes,No,Infection control Skill Set (Retail),Na,Yes,D,Yes,,NoIntFee,Yes,ATAR,This free infection control skill set for retail workers is an online short course designed to help staff in critical industries identify and manage the ongoing risk of coronavirus (COVID-19) infections.,,SHORT COURSES,Workplace,Yes,Holmesglen Institute,IELTS,Months,0,No
Normal,Community and Health Sciences,AUD,None,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Infection-control-Skill-Set-Retail-Online,Yes,Yes,No,Infection control Skill Set (Retail),Na,Yes,D,Yes,,NoIntFee,Yes,ATAR,This free infection control skill set for retail workers is an online short course designed to help staff in critical industries identify and manage the ongoing risk of coronavirus (COVID-19) infections.,,SHORT COURSES,Online,Yes,Holmesglen Institute,IELTS,Months,0,No
Normal,Community and Health Sciences,AUD,None,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Infection-control-Skill-Set-Transport-and-Logistics-Online,Yes,Yes,No,Infection control Skill Set (Transport and Logistics),Na,Yes,D,Yes,,NoIntFee,Yes,ATAR,This free infection control skill set for transport and logistics workers is an online short course designed to help staff in critical industries identify and manage the ongoing risk of coronavirus (COVID-19) infections.,,SHORT COURSES,Workplace,Yes,Holmesglen Institute,IELTS,Months,0,No
Normal,Community and Health Sciences,AUD,None,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Infection-control-Skill-Set-Transport-and-Logistics-Online,Yes,Yes,No,Infection control Skill Set (Transport and Logistics),Na,Yes,D,Yes,,NoIntFee,Yes,ATAR,This free infection control skill set for transport and logistics workers is an online short course designed to help staff in critical industries identify and manage the ongoing risk of coronavirus (COVID-19) infections.,,SHORT COURSES,Online,Yes,Holmesglen Institute,IELTS,Months,0,No
Normal,Community and Health Sciences,AUD,personal care assistantnursing assistantpersonal care workercommunity worker,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Community-Services/Certificate-III-in-Individual-Support-Ageing,No,No,Yes,Certificate III in Individual Support,Na,No,D,Yes,,NoIntFee,Yes,ATAR,Develop the skills to provide person-centred support to older people in an aged care setting with our Certificate III in Individual Support (Ageing).,,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Months,"7,432.25",Yes
